Crime,Latitude,Longitude,Year,Neighborhood
OTHER PROPERTY,-122.3159877,47.59076516,2013,North Beacon Hill
CAR PROWL,-122.2893088,47.61288535,2013,Madrona
WARRANT ARREST,-122.3234439,47.60412808,2013,Yesler Terrace
PROPERTY DAMAGE,-122.2831549,47.66458231,2013,Laurelhurst
OTHER PROPERTY,-122.3124329,47.71174975,2013,Victory Heights
SHOPLIFTING,-122.3457787,47.61763208,2013,Belltown
DISTURBANCE,-122.3430639,47.61426825,2013,Belltown
WARRANT ARREST,-122.3255523,47.61704061,2013,Broadway
CAR PROWL,-122.3345058,47.65049246,2013,Wallingford
FRAUD,-122.3125638,47.62725941,2013,Broadway
VEHICLE THEFT,-122.3867767,47.56200905,2013,Genesee
PROPERTY DAMAGE,-122.3167804,47.60652038,2013,Minor
SHOPLIFTING,-122.3881566,47.56023926,2013,Genesee
FRAUD,-122.3246152,47.7086028,2013,Pinehurst
CAR PROWL,-122.324451,47.61354072,2013,First Hill
VEHICLE THEFT,-122.356689,47.69512725,2013,Greenwood
VEHICLE THEFT,-122.3668974,47.55374185,2013,North Delridge
OTHER PROPERTY,-122.3222758,47.67951776,2013,Green Lake
WARRANT ARREST,-122.3311342,47.61253445,2013,Central Business District
TRESPASS,-122.333368,47.61732929,2013,Belltown
VEHICLE THEFT,-122.2834915,47.66945934,2013,Bryant
OTHER PROPERTY,-122.3504684,47.6133669,2013,Belltown
CAR PROWL,-122.3404148,47.60591059,2013,Central Business District
WARRANT ARREST,-122.3398154,47.61027559,2013,Pike-Market
TRESPASS,-122.3127767,47.61351218,2013,Minor
ASSAULT,-122.3393581,47.60978173,2013,Central Business District
OTHER PROPERTY,-122.3566391,47.68255471,2013,Phinney Ridge
NARCOTICS,-122.3319864,47.60171697,2013,Pioneer Square
VIOLATION OF COURT ORDER,-122.3019352,47.73291995,2013,Olympic Hills
CAR PROWL,-122.3036254,47.69921557,2013,Meadowbrook
OTHER PROPERTY,-122.3449468,47.720482,2013,Haller Lake
VEHICLE THEFT,-122.3267201,47.56581903,2013,Industrial District
BURGLARY,-122.3673914,47.67526712,2013,West Woodland
CAR PROWL,-122.376211,47.6734534,2013,Adams
BURGLARY,-122.3009371,47.58200264,2013,Atlantic
THREATS,-122.3553114,47.69150678,2013,Greenwood
VEHICLE THEFT,-122.3285137,47.70227193,2013,Maple Leaf
ASSAULT,-122.3276692,47.59919353,2013,International District
CAR PROWL,-122.3148955,47.61527744,2013,Broadway
PICKPOCKET,-122.3207812,47.61407415,2013,First Hill
FRAUD,-122.3108765,47.67669172,2013,Ravenna
VEHICLE THEFT,-122.3228536,47.53017067,2013,South Park
CAR PROWL,-122.2984873,47.63249286,2013,Montlake
OTHER PROPERTY,-122.3539592,47.52377873,2013,Highland Park
LOST PROPERTY,-122.3391205,47.61120104,2013,Central Business District
BURGLARY,-122.3281446,47.60758777,2013,First Hill
OTHER PROPERTY,-122.3416065,47.51819357,2013,Highland Park
BURGLARY-SECURE PARKING-RES,-122.325321,47.6257984,2013,Broadway
CAR PROWL,-122.3324961,47.6140245,2013,Central Business District
BURGLARY,-122.3111179,47.70593319,2013,Victory Heights
OTHER PROPERTY,-122.3290568,47.58719856,2013,Industrial District
OTHER PROPERTY,-122.3371856,47.60528491,2013,Central Business District
SHOPLIFTING,-122.3030988,47.61879546,2013,Stevens
DISTURBANCE,-122.3875855,47.67419577,2013,Adams
BURGLARY,-122.3675197,47.64988958,2013,North Queen Anne
BURGLARY,-122.3010044,47.62926385,2013,Stevens
THREATS,-122.3397732,47.605176,2013,Central Business District
STOLEN PROPERTY,-122.3358522,47.62144755,2013,South Lake Union
VEHICLE THEFT,-122.3120558,47.58757219,2013,North Beacon Hill
VEHICLE THEFT,-122.3864508,47.58349817,2013,North Admiral
THREATS,-122.3767833,47.6841481,2013,Loyal Heights
SHOPLIFTING,-122.345027,47.72776862,2013,Bitter Lake
STOLEN PROPERTY,-122.3699834,47.52013355,2013,Roxhill
NARCOTICS,-122.3337075,47.6128322,2013,Central Business District
WARRANT ARREST,-122.337793,47.60974846,2013,Central Business District
CAR PROWL,-122.3194473,47.61408335,2013,Broadway
OTHER PROPERTY,-122.3559719,47.69059893,2013,Greenwood
BURGLARY,-122.3143405,47.67456834,2011,Roosevelt
BURGLARY-SECURE PARKING-RES,-122.322862,47.6187303,2013,Broadway
CAR PROWL,-122.3411243,47.61488028,2013,Belltown
STOLEN PROPERTY,-122.3209152,47.6225585,2013,Broadway
PROPERTY DAMAGE,-122.3283394,47.60947933,2013,First Hill
CAR PROWL,-122.3822435,47.66676934,2013,Adams
ROBBERY,-122.3349184,47.61163943,2013,Central Business District
STOLEN PROPERTY,-122.3142241,47.66400406,2013,University District
BURGLARY,-122.3194762,47.602201,2013,Yesler Terrace
BURGLARY,-122.3442746,47.63995119,2013,East Queen Anne
PROSTITUTION,-122.3445865,47.69599675,2013,North College Park
OTHER PROPERTY,-122.3747706,47.68506623,2013,Whittier Heights
VEHICLE THEFT,-122.34991,47.69020719,2013,Greenwood
ASSAULT,-122.3471636,47.61375921,2013,Belltown
CAR PROWL,-122.3554875,47.70962169,2013,Broadview
WARRANT ARREST,-122.3359286,47.61190424,2013,Central Business District
ILLEGAL DUMPING,-122.3864508,47.58349817,2013,North Admiral
VEHICLE THEFT,-122.2776728,47.53338305,2013,Brighton
NARCOTICS,-122.3443545,47.61327001,2013,Belltown
VEHICLE THEFT,-122.3696755,47.670895,2013,West Woodland
TRESPASS,-122.3528849,47.65188564,2013,Fremont
OTHER PROPERTY,-122.3380904,47.7123018,2013,Haller Lake
CAR PROWL,-122.2842549,47.55784647,2013,Columbia City
BURGLARY,-122.3751577,47.57330732,2013,North Admiral
ASSAULT,-122.3267121,47.54610146,2013,Georgetown
BURGLARY,-122.2970586,47.71928833,2012,Olympic Hills
OTHER PROPERTY,-122.323277,47.70859386,2013,Maple Leaf
ASSAULT,-122.3566157,47.63000558,2013,Lower Queen Anne
NARCOTICS,-122.3278538,47.61903867,2013,Broadway
DISTURBANCE,-122.3448961,47.71717447,2013,Haller Lake
THREATS,-122.3764666,47.54377221,2013,High Point
FRAUD,-127.3906619,46.80829712,2013,
VEHICLE THEFT,-122.2712812,47.52911076,2013,Dunlap
OTHER PROPERTY,-122.3626111,47.51827875,2013,South Delridge
THEFT OF SERVICES,-122.3290571,47.57876777,2013,Industrial District
CAR PROWL,-122.3479331,47.72503884,2013,Bitter Lake
WARRANT ARREST,-122.3677126,47.72058252,2013,Broadview
DISPUTE,-122.2821105,47.55942991,2013,Columbia City
BURGLARY,-122.3697908,47.6768748,2013,Whittier Heights
PROPERTY DAMAGE,-122.3123086,47.55234042,2013,Mid-Beacon Hill
ASSAULT,-122.3289663,47.60003473,2013,Pioneer Square
CAR PROWL,-122.3810418,47.66867421,2013,Adams
ASSAULT,-122.2644964,47.52240865,2013,Dunlap
SHOPLIFTING,-122.317865,47.70938791,2013,Pinehurst
CAR PROWL,-122.3194349,47.61293736,2013,First Hill
BURGLARY,-122.3088434,47.66853861,2013,University District
STOLEN PROPERTY,-122.3283912,47.54468726,2013,Georgetown
OTHER PROPERTY,-122.3493322,47.65933679,2012,Fremont
MAIL THEFT,-122.3243387,47.5247663,2012,South Park
CAR PROWL,-122.3553302,47.69331765,2013,Greenwood
WARRANT ARREST,-122.339257,47.61051065,2013,Central Business District
NARCOTICS,-122.3239762,47.56406844,2013,Industrial District
PROPERTY DAMAGE,-122.3179209,47.66494073,2013,University District
ASSAULT,-122.3606508,47.62153916,2013,Lower Queen Anne
BURGLARY,-122.2991816,47.55791496,2012,Mid-Beacon Hill
CAR PROWL,-122.3065119,47.67304646,2012,Ravenna
MAIL THEFT,-122.2966899,47.61890224,2012,Mann
SHOPLIFTING,-122.2680301,47.51985178,2012,Dunlap
SHOPLIFTING,-122.3373387,47.60925298,2012,Central Business District
BURGLARY,-122.3500153,47.65914619,2012,Fremont
ASSAULT,-122.3130342,47.66749153,2012,University District
THREATS,-122.3150205,47.60000951,2012,Atlantic
PROPERTY DAMAGE,-122.2998421,47.69299178,2012,Wedgwood
VEHICLE THEFT,-122.2872814,47.55197458,2012,Columbia City
CAR PROWL,-122.304776,47.63872984,2012,Montlake
VEHICLE THEFT,-127.3906619,46.80829712,2012,
ROBBERY,-122.337793,47.60974846,2012,Central Business District
OTHER PROPERTY,-122.2645944,47.52388078,2012,Dunlap
PROPERTY DAMAGE,-122.3946914,47.53961451,2012,Gatewood
DISTURBANCE,-122.3332743,47.57438407,2012,Industrial District
PROPERTY DAMAGE,-122.3302988,47.60323084,2012,Pioneer Square
OTHER PROPERTY,-122.3406309,47.60872352,2012,Pike-Market
ASSAULT,-122.3323451,47.62081538,2012,South Lake Union
ROBBERY,-122.313088,47.66399626,2012,University District
CAR PROWL,-122.3645165,47.6795523,2012,Phinney Ridge
CAR PROWL,-122.3380315,47.65682583,2012,Wallingford
WARRANT ARREST,-122.3094648,47.58808809,2012,North Beacon Hill
CAR PROWL,-122.3047925,47.675777,2012,Ravenna
STOLEN PROPERTY,-122.3172261,47.59918764,2012,International District
CAR PROWL,-122.404211,47.66591431,2012,Lawton Park
ASSAULT,-122.27809,47.55339711,2012,Columbia City
STOLEN PROPERTY,-122.3334984,47.60337609,2012,Central Business District
BURGLARY,-122.3463284,47.65773913,2012,Fremont
VEHICLE THEFT,-122.284922,47.56230047,2012,Columbia City
BURGLARY,-122.2973402,47.69387492,2012,Wedgwood
SHOPLIFTING,-122.3871172,47.54939622,2012,Fairmount Park
FRAUD,-122.2819458,47.71824708,2012,Cedar Park
MAIL THEFT,-122.3910752,47.5426221,2012,Gatewood
OTHER PROPERTY,-122.3004823,47.7202049,2012,Olympic Hills
VEHICLE THEFT,-122.3197917,47.54487245,2012,Georgetown
CAR PROWL,-122.3881298,47.562945,2012,Genesee
ROBBERY,-122.2699879,47.52281565,2012,Dunlap
BURGLARY,-122.320216,47.62774924,2012,Broadway
BURGLARY,-122.359462,47.64689532,2012,North Queen Anne
CAR PROWL,-122.377129,47.64846992,2012,Interbay
WARRANT ARREST,-122.3448961,47.71717447,2012,Haller Lake
VEHICLE THEFT,-122.367276,47.51828947,2012,Roxhill
ASSAULT,-122.3284779,47.69954761,2012,Maple Leaf
ROBBERY,-122.2789847,47.52326939,2012,Dunlap
ASSAULT,-122.3167817,47.60805832,2012,First Hill
THREATS,-122.328617,47.71021573,2012,Pinehurst
CAR PROWL,-122.3748586,47.66366306,2012,West Woodland
CAR PROWL,-122.3409938,47.63099174,2012,Westlake
BURGLARY,-122.2681786,47.56118654,2012,Seward Park
BURGLARY,-122.2919961,47.59798318,2012,Leschi
BURGLARY,-122.3173635,47.67303606,2012,Roosevelt
OTHER PROPERTY,-122.2631391,47.50294515,2012,Rainier View
DISTURBANCE,-122.3869837,47.67769927,2012,Loyal Heights
BURGLARY,-122.323721,47.61848253,2012,Broadway
CAR PROWL,-122.3455929,47.67415375,2012,Green Lake
PROPERTY DAMAGE,-122.3814594,47.55835655,2012,Fairmount Park
PROPERTY DAMAGE,-122.2797556,47.54288701,2012,Brighton
STOLEN PROPERTY,-122.3331566,47.6130617,2012,Central Business District
PROPERTY DAMAGE,-122.3213968,47.58146224,2012,Industrial District
STOLEN PROPERTY,-122.2871981,47.57067832,2012,Mount Baker
VEHICLE THEFT,-122.3837813,47.51207062,2012,Arbor Heights
OTHER PROPERTY,-122.294082,47.58405059,2012,Mount Baker
BURGLARY,-122.3102589,47.5942141,2012,North Beacon Hill
STOLEN PROPERTY,-122.2866675,47.5720215,2012,Mount Baker
FRAUD,-122.3246155,47.70860291,2012,Pinehurst
PROPERTY DAMAGE,-122.3314461,47.61171146,2012,Central Business District
FRAUD,-122.3102322,47.60525437,2012,Minor
CAR PROWL,-122.3000588,47.60800091,2012,Mann
FRAUD,-122.3314721,47.60619596,2012,Central Business District
CAR PROWL,-122.3169749,47.70978571,2012,Pinehurst
CAR PROWL,-122.3010956,47.60350439,2012,Mann
OTHER PROPERTY,-122.3493649,47.61740707,2012,Belltown
DISTURBANCE,-122.3699834,47.52013356,2012,Roxhill
DISTURBANCE,-122.3342066,47.72776194,2012,Haller Lake
WARRANT ARREST,-122.3415426,47.61278241,2012,Belltown
THREATS,-122.3444889,47.68146482,2012,Green Lake
CAR PROWL,-122.3572974,47.76453063,2012,
WEAPON,-122.3610982,47.52102661,2012,South Delridge
PICKPOCKET,-122.3246152,47.7086028,2012,Pinehurst
CAR PROWL,-122.3207714,47.61351951,2012,First Hill
CAR PROWL,-122.2963934,47.72560745,2010,Olympic Hills
ROBBERY,-122.3251425,47.60933646,2012,First Hill
MAIL THEFT,-122.3189329,47.52645302,2012,South Park
BIKE THEFT,-122.4016063,47.58195498,2012,North Admiral
CAR PROWL,-122.3364343,47.73231311,2012,Haller Lake
BURGLARY-SECURE PARKING-RES,-122.316124,47.6131198,2012,Broadway
VEHICLE THEFT,-122.2926605,47.68395279,2012,Wedgwood
ASSAULT,-122.3065396,47.67670643,2012,Ravenna
CAR PROWL,-122.3501117,47.61491693,2012,Belltown
WARRANT ARREST,-122.3027806,47.60617528,2012,Mann
ASSAULT,-122.3304319,47.6225475,2012,South Lake Union
WARRANT ARREST,-122.2699807,47.53545842,2012,Brighton
ROBBERY,-122.3310822,47.60241242,2012,Pioneer Square
BURGLARY,-122.3173983,47.67837686,2012,Roosevelt
VEHICLE THEFT,-122.3439369,47.61536772,2012,Belltown
CAR PROWL,-122.2647236,47.51258366,2012,Rainier Beach
BURGLARY,-122.3445849,47.6157531,2012,Belltown
CAR PROWL,-127.3906619,46.80829712,2012,
OTHER PROPERTY,-122.3291316,47.61912473,2012,South Lake Union
WARRANT ARREST,-122.3206324,47.53864908,2012,Georgetown
OTHER PROPERTY,-122.3257292,47.60662564,2012,First Hill
SHOPLIFTING,-122.3764479,47.54468039,2012,High Point
BURGLARY,-122.3955589,47.58265847,2012,North Admiral
ROBBERY,-122.34773,47.72822459,2012,Bitter Lake
BURGLARY,-122.376582,47.53830682,2012,High Point
BURGLARY,-122.306846,47.69167893,2012,Maple Leaf
OTHER PROPERTY,-122.3494029,47.75973112,2012,
VIOLATION OF COURT ORDER,-122.3629537,47.55448302,2012,North Delridge
ASSAULT,-122.3847431,47.67054767,2012,Adams
ASSAULT,-122.3278829,47.62428008,2012,Broadway
BIKE THEFT,-122.3867655,47.57163777,2012,North Admiral
BURGLARY,-122.3560672,47.62327417,2012,Lower Queen Anne
DISTURBANCE,-122.3648853,47.65911969,2012,Fremont
ROBBERY,-122.3375959,47.61120708,2012,Central Business District
OTHER PROPERTY,-122.3341798,47.60172096,2012,Pioneer Square
ASSAULT,-122.3479331,47.72503884,2012,Bitter Lake
OTHER PROPERTY,-122.2953737,47.57373884,2012,Columbia City
ROBBERY,-122.3445126,47.68875092,2012,Greenwood
PROSTITUTION,-122.3207612,47.61211136,2012,First Hill
ANIMAL COMPLAINT,-122.3361866,47.66086178,2012,Wallingford
MAIL THEFT,-122.3467021,47.51822835,2012,Highland Park
CAR PROWL,-122.3668047,47.71124613,2012,Broadview
ASSAULT,-122.3460832,47.6137075,2012,Belltown
CAR PROWL,-122.3276649,47.60003263,2012,International District
CAR PROWL,-122.2671386,47.54516925,2012,Seward Park
WARRANT ARREST,-122.3255523,47.61704062,2012,Broadway
THREATS,-122.2699904,47.52055616,2012,Dunlap
WARRANT ARREST,-122.2699879,47.52281564,2012,Dunlap
PROPERTY DAMAGE,-122.3232796,47.60814295,2012,First Hill
THREATS,-122.3103167,47.71791781,2012,Victory Heights
WARRANT ARREST,-122.3246425,47.70959148,2012,Pinehurst
BURGLARY,-122.3553302,47.69331765,2012,Greenwood
OTHER PROPERTY,-127.3906619,46.80829712,2012,
PROPERTY DAMAGE,-122.3768028,47.68966674,2012,Whittier Heights
FRAUD,-122.3270173,47.59835485,2012,International District
ASSAULT,-122.2934104,47.54158608,2012,Holly Park
THREATS,-122.3492593,47.52007973,2012,Highland Park
WEAPON,-122.3178691,47.55639058,2012,Mid-Beacon Hill
ASSAULT,-122.3547512,47.62457688,2012,Lower Queen Anne
PROPERTY DAMAGE,-122.3604553,47.52918117,2012,South Delridge
OTHER PROPERTY,-122.2951424,47.73013966,2012,Olympic Hills
PROPERTY DAMAGE,-127.3906619,46.80829712,2012,
WARRANT ARREST,-122.322111,47.61406499,2012,Broadway
VEHICLE THEFT,-122.3978319,47.57106041,2012,North Admiral
BURGLARY,-122.3257292,47.60662564,2012,First Hill
SHOPLIFTING,-122.3165105,47.67497945,2012,Roosevelt
BURGLARY,-122.3022046,47.54190929,2012,Mid-Beacon Hill
CAR PROWL,-122.4046129,47.6583249,2012,Lawton Park
CAR PROWL,-122.3660295,47.69696367,2012,Greenwood
FORGERY,-122.3348033,47.6048029,2007,Central Business District
BIKE THEFT,-122.3278911,47.65462125,2012,Wallingford
WARRANT ARREST,-122.3361562,47.61428619,2012,Belltown
BURGLARY,-122.386378,47.50345352,2012,Fauntleroy
VEHICLE THEFT,-122.3608002,47.66535098,2012,Fremont
CAR PROWL,-122.3119199,47.67397605,2012,Ravenna
FRAUD,-122.3448817,47.61768872,2005,Belltown
STOLEN PROPERTY,-122.3638182,47.53552031,2012,High Point
BURGLARY,-122.392708,47.5306574,2012,Fauntleroy
ROBBERY,-122.3290568,47.58719856,2012,Industrial District
ROBBERY,-122.2888209,47.55683387,2012,Columbia City
VEHICLE THEFT,-122.3038589,47.67762029,2012,Ravenna
BURGLARY,-122.3029359,47.68395389,2012,Ravenna
ASSAULT,-122.337793,47.60974846,2012,Central Business District
VEHICLE THEFT,-122.3313141,47.70864483,2012,Haller Lake
PROPERTY DAMAGE,-122.3126601,47.72421958,2012,Olympic Hills
WARRANT ARREST,-122.3808915,47.66796373,2012,Adams
CAR PROWL,-122.3854498,47.56743274,2012,Genesee
OTHER PROPERTY,-122.2929503,47.64123111,2012,Montlake
BIKE THEFT,-122.349909,47.65413997,2012,Fremont
ASSAULT,-122.3359799,47.60088007,2012,Pioneer Square
ASSAULT,-122.3415426,47.61278241,2012,Belltown
CAR PROWL,-122.3574217,47.68014961,2012,Phinney Ridge
VEHICLE THEFT,-122.3566807,47.62839071,2012,Lower Queen Anne
STOLEN PROPERTY,-122.4061599,47.58086042,2012,Alki
STOLEN PROPERTY,-122.3376419,47.60706704,2012,Central Business District
VEHICLE THEFT,-122.367312,47.52102758,2012,Roxhill
PROPERTY DAMAGE,-122.4047299,47.57097804,2012,Alki
ASSAULT,-122.3430639,47.61426825,2012,Belltown
VEHICLE THEFT,-122.338636,47.65624493,2012,Wallingford
OTHER PROPERTY,-122.2922526,47.72828761,2012,Olympic Hills
ASSAULT,-122.3022373,47.5992807,2012,Atlantic
PROPERTY DAMAGE,-122.3415577,47.61010308,2012,Pike-Market
VEHICLE THEFT,-122.3263509,47.6017088,2012,International District
THREATS,-122.3341801,47.60130276,2012,Pioneer Square
PROPERTY DAMAGE,-122.3850841,47.54665488,2012,Fairmount Park
OTHER PROPERTY,-122.3445607,47.6938234,2012,Greenwood
NARCOTICS,-122.3400165,47.60881966,2012,Pike-Market
PROPERTY DAMAGE,-122.2938395,47.73104069,2012,Olympic Hills
WEAPON,-122.312733,47.61909217,2012,Stevens
OTHER PROPERTY,-122.2951874,47.73196572,2012,Olympic Hills
BURGLARY,-122.385483,47.56021005,2012,Genesee
EMBEZZLE,-122.3365647,47.60505166,2009,Central Business District
NARCOTICS,-122.3423924,47.61971785,2012,South Lake Union
CAR PROWL,-122.3749043,47.65308277,2012,North Queen Anne
FRAUD,-122.2807717,47.56716791,2012,Mount Baker
PROPERTY DAMAGE,-122.2862847,47.5278799,2012,South Beacon Hill
OTHER PROPERTY,-122.3466754,47.61757583,2012,Belltown
VEHICLE THEFT,-122.3134365,47.59665466,2012,International District
VEHICLE THEFT,-122.2736329,47.51961137,2012,Dunlap
BURGLARY,-122.2712851,47.55262813,2012,Seward Park
BIKE THEFT,-122.315457,47.61223276,2012,Minor
NARCOTICS,-122.3014187,47.61294363,2012,Mann
FRAUD,-122.3275509,47.61197567,2012,First Hill
ASSAULT,-122.3847426,47.66981864,2012,Adams
CAR PROWL,-122.2794791,47.67076151,2012,Bryant
PROPERTY DAMAGE,-122.37766,47.7705294,2012,
OTHER PROPERTY,-122.3174443,47.6051977,2012,Yesler Terrace
PROPERTY DAMAGE,-122.3161085,47.54751567,2012,Georgetown
TRESPASS,-127.3906619,46.80829712,2012,
CAR PROWL,-122.3214456,47.61407093,2012,Broadway
WARRANT ARREST,-122.3230489,47.62370445,2012,Broadway
CAR PROWL,-122.4023221,47.64409301,2012,Briarcliff
WARRANT ARREST,-122.3438937,47.60857083,2012,Pike-Market
ASSAULT,-122.3194473,47.61408335,2012,Broadway
VEHICLE THEFT,-122.3555559,47.72731779,2012,Broadview
NARCOTICS,-122.3393581,47.60978173,2012,Central Business District
CAR PROWL,-122.3543882,47.6714726,2012,Phinney Ridge
WEAPON,-122.3678652,47.66219408,2012,West Woodland
ROBBERY,-122.3539519,47.68983661,2012,Greenwood
OTHER PROPERTY,-122.3290621,47.56877581,2012,Industrial District
VEHICLE THEFT,-122.2703535,47.53730025,2012,Brighton
OTHER PROPERTY,-122.4165247,47.57375846,2012,Alki
VEHICLE THEFT,-122.3022995,47.54757762,2012,Mid-Beacon Hill
VEHICLE THEFT,-122.3341944,47.59829051,2012,Pioneer Square
BURGLARY,-122.3472161,47.68875061,2012,Greenwood
BURGLARY,-122.3213637,47.70222118,2012,Maple Leaf
SHOPLIFTING,-122.3126576,47.6215405,2012,Broadway
BURGLARY,-122.3512548,47.69511068,2012,Greenwood
NARCOTICS,-122.3270138,47.59919384,2012,International District
CAR PROWL,-122.2761934,47.65440427,2012,Laurelhurst
CAR PROWL,-122.3598778,47.6295836,2012,Lower Queen Anne
BURGLARY,-122.3593504,47.69333733,2012,Greenwood
SHOPLIFTING,-122.3209152,47.6225585,2012,Broadway
WARRANT ARREST,-122.3310822,47.60241241,2012,Pioneer Square
THREATS,-122.275838,47.70507964,2012,Matthews Beach
WARRANT ARREST,-122.2949282,47.60419525,2012,Leschi
OTHER PROPERTY,-122.3081808,47.69213122,2012,Maple Leaf
CAR PROWL,-122.3541002,47.7043551,2012,Greenwood
CAR PROWL,-122.3268074,47.61521542,2012,Broadway
PROPERTY DAMAGE,-122.271247,47.5402497,2012,Brighton
THREATS,-122.3421633,47.66102871,2012,Wallingford
CAR PROWL,-122.3242663,47.62653324,2012,Broadway
PROPERTY DAMAGE,-122.3346078,47.60291194,2012,Central Business District
VEHICLE THEFT,-122.2764598,47.54156849,2012,Brighton
CAR PROWL,-122.2848811,47.70380926,2012,Matthews Beach
ASSAULT,-122.3119516,47.66398823,2012,University District
OTHER PROPERTY,-122.3493649,47.61740707,2012,Belltown
BURGLARY,-122.3764666,47.54377221,2012,High Point
BURGLARY,-122.3248963,47.61774368,2012,Broadway
ASSAULT,-122.3302674,47.60171492,2012,Pioneer Square
SHOPLIFTING,-122.3549838,47.65236053,2012,Fremont
ASSAULT,-122.3259884,47.60003149,2012,International District
CAR PROWL,-122.3256936,47.69132974,2012,Maple Leaf
STOLEN PROPERTY,-122.3328458,47.6026625,2012,Pioneer Square
CAR PROWL,-127.3906619,46.80829712,2012,
PROPERTY DAMAGE,-122.3084303,47.57250754,2012,North Beacon Hill
OTHER PROPERTY,-122.329058,47.5850737,2012,Industrial District
NARCOTICS,-122.3237576,47.59750915,2012,International District
FRAUD,-122.2833653,47.55579822,2012,Columbia City
STOLEN PROPERTY,-122.3541427,47.6191803,2012,Lower Queen Anne
WARRANT ARREST,-122.2834867,47.55445537,2012,Columbia City
OTHER PROPERTY,-122.3402647,47.61554493,2012,Belltown
THREATS,-122.3871855,47.55908121,2012,Seaview
ASSAULT,-122.292841,47.72379509,2012,Cedar Park
BURGLARY,-122.3427055,47.6499767,2012,Wallingford
CAR PROWL,-122.3281446,47.60758777,2012,First Hill
OTHER PROPERTY,-122.326669,47.54014155,2012,Georgetown
FRAUD,-122.3393827,47.61267823,2012,Belltown
ASSAULT,-122.3471636,47.61375921,2012,Belltown
OTHER PROPERTY,-122.3102387,47.66488064,2012,University District
OTHER PROPERTY,-122.38534,47.59507881,2012,Alki
PROPERTY DAMAGE,-122.3423506,47.63874851,2012,East Queen Anne
PROPERTY DAMAGE,-122.3621938,47.56198665,2012,North Delridge
CAR PROWL,-122.3390923,47.6044858,2012,Central Business District
OTHER PROPERTY,-122.3010964,47.60166451,2012,Atlantic
OTHER PROPERTY,-122.3181502,47.61467441,2012,Broadway
CAR PROWL,-122.3337263,47.598291,2012,Pioneer Square
SHOPLIFTING,-122.292841,47.72379509,2012,Cedar Park
WARRANT ARREST,-122.3735823,47.67089964,2012,West Woodland
OTHER PROPERTY,-122.3146446,47.62368428,2012,Broadway
VEHICLE THEFT,-122.2759916,47.54602469,2012,Brighton
CAR PROWL,-122.3525104,47.616918,2012,Belltown
THREATS,-122.3089264,47.60861042,2012,Minor
THREATS,-122.3027046,47.63420818,2012,Stevens
NARCOTICS,-122.3382473,47.6102463,2012,Central Business District
FRAUD,-122.3301865,47.54517824,2012,Georgetown
CAR PROWL,-122.2760252,47.66630459,2012,Laurelhurst
ROBBERY,-122.3686096,47.66788473,2012,West Woodland
CAR PROWL,-122.3063593,47.59925208,2012,Atlantic
CAR PROWL,-122.3346078,47.60291195,2012,Central Business District
THREATS,-122.3279159,47.60817661,2012,First Hill
CAR PROWL,-122.306177,47.69393569,2012,Maple Leaf
VEHICLE THEFT,-122.3444866,47.68329933,2012,Phinney Ridge
FRAUD,-122.3532087,47.6335877,2012,East Queen Anne
SHOPLIFTING,-122.3368045,47.61467235,2012,Belltown
CAR PROWL,-122.3423664,47.62263975,2012,South Lake Union
ASSAULT,-122.3252185,47.70315564,2012,Maple Leaf
ASSAULT,-122.356637,47.68766502,2012,Greenwood
WEAPON,-122.2734207,47.52612316,2012,Dunlap
BURGLARY,-122.3633375,47.56381273,2012,North Delridge
WARRANT ARREST,-122.3382473,47.6102463,2012,Central Business District
WARRANT ARREST,-122.3102589,47.5942141,2012,North Beacon Hill
CAR PROWL,-122.2639985,47.5179109,2012,Rainier Beach
CAR PROWL,-122.3554603,47.65835785,2012,Fremont
VEHICLE THEFT,-122.2908874,47.61290677,2012,Madrona
CAR PROWL,-122.3156801,47.59919953,2012,Atlantic
FRAUD,-122.3847437,47.66945395,2012,Adams
TRAFFIC,-122.3325828,47.60573106,2012,Central Business District
CAR PROWL,-122.3423042,47.65822505,2012,Fremont
CAR PROWL,-122.3348178,47.61236845,2012,Central Business District
BURGLARY,-122.2954635,47.61889601,2012,Madrona
CAR PROWL,-122.2867874,47.70617265,2012,Matthews Beach
CAR PROWL,-122.3290589,47.5749789,2012,Industrial District
SHOPLIFTING,-122.2985029,47.66332767,2011,Ravenna
ASSAULT,-122.3288806,47.63030081,2012,South Lake Union
CAR PROWL,-122.302865,47.57308853,2011,North Beacon Hill
PROPERTY DAMAGE,-122.3221705,47.61756026,2012,Broadway
BURGLARY,-122.28529,47.6956114,2012,Wedgwood
PROPERTY DAMAGE,-122.2887116,47.66114364,2012,Laurelhurst
DISTURBANCE,-122.3336067,47.61356024,2012,Central Business District
LOST PROPERTY,-122.3415426,47.61278241,2012,Belltown
DISTURBANCE,-122.3016853,47.59928482,2012,Atlantic
CAR PROWL,-122.3475872,47.62265884,2012,Lower Queen Anne
CAR PROWL,-122.3207592,47.61018354,2012,First Hill
BURGLARY,-122.3619936,47.68253084,2012,Phinney Ridge
VEHICLE THEFT,-122.3740996,47.69971021,2012,Crown Hill
OTHER PROPERTY,-122.3450189,47.72685731,2012,Haller Lake
PROPERTY DAMAGE,-122.3641968,47.62489166,2012,Lower Queen Anne
CAR PROWL,-122.3346078,47.60291195,2012,Central Business District
