Crime,Latitude,Longitude,Year,Neighborhood
ASSAULT,-122.3126365,47.62259527,2014,Broadway
BURGLARY,-122.3161422,47.52730371,2014,South Park
OTHER PROPERTY,-122.2847751,47.66302544,2014,Laurelhurst
WARRANT ARREST,-122.3208823,47.62049181,2014,Broadway
VEHICLE THEFT,-122.3140393,47.58369661,2014,North Beacon Hill
ASSAULT,0,0,2014,
OTHER PROPERTY,-122.2663248,47.52922327,2014,Dunlap
ASSAULT,-122.3289663,47.59961646,2014,Pioneer Square
OTHER PROPERTY,-122.3223987,47.60801798,2014,First Hill
THEFT OF SERVICES,0,0,2014,
FRAUD,-122.311298,47.62606295,2013,Stevens
FRAUD,-122.285295,47.69502735,2014,Wedgwood
CAR PROWL,-122.3520929,47.66430364,2014,Fremont
BIKE THEFT,-122.386397,47.58468614,2014,North Admiral
PROPERTY DAMAGE,-122.3537511,47.61859552,2014,Lower Queen Anne
BURGLARY,-122.3217105,47.65101561,2014,Eastlake
BURGLARY,-122.370401,47.68969018,2014,Whittier Heights
OTHER PROPERTY,-122.4113063,47.57893271,2014,Alki
CAR PROWL,-122.3064701,47.56643214,2014,North Beacon Hill
VEHICLE THEFT,-122.3448961,47.71717447,2014,Haller Lake
THREATS,0,0,2014,
DISTURBANCE,-122.3310822,47.60241242,2014,Pioneer Square
ASSAULT,-122.3146446,47.62368428,2014,Broadway
CAR PROWL,-122.3324647,47.62748318,2014,South Lake Union
TRAFFIC,-122.3609342,47.63959697,2014,North Queen Anne
FRAUD,-122.3036813,47.61147825,2014,Minor
CAR PROWL,-122.3045541,47.58772916,2014,Atlantic
CAR PROWL,-122.347002,47.66097928,2014,Fremont
WARRANT ARREST,-122.2645944,47.52388078,2014,Dunlap
CAR PROWL,-122.3453686,47.65066072,2014,Fremont
CAR PROWL,-122.2882855,47.5697616,2014,Mount Baker
THREATS,-122.2841015,47.61205754,2014,Madrona
WARRANT ARREST,-122.3373204,47.61132124,2014,Central Business District
ROBBERY,-122.3181689,47.6158384,2014,Broadway
OTHER PROPERTY,-122.3661404,47.65776022,2014,West Woodland
ASSAULT,-122.3246765,47.64202999,2014,Eastlake
OTHER PROPERTY,-122.3445549,47.6617545,2014,Wallingford
BIKE THEFT,-122.3773068,47.67952689,2014,Loyal Heights
TRAFFIC,-122.2644964,47.52240865,2014,Dunlap
FRAUD,-122.3579605,47.62822122,2014,Lower Queen Anne
DISTURBANCE,-122.2968305,47.56414602,2014,Columbia City
ASSAULT,-122.3130624,47.66566826,2014,University District
WARRANT ARREST,-122.3612977,47.5360414,2014,South Delridge
BURGLARY,0,0,2014,
PROPERTY DAMAGE,-122.3754572,47.68688502,2014,Whittier Heights
VEHICLE THEFT,-122.3759657,47.52465395,2014,Roxhill
VEHICLE THEFT,-122.3173634,47.6737458,2014,Roosevelt
VEHICLE THEFT,-122.306767,47.58773539,2014,North Beacon Hill
DISTURBANCE,-122.3591978,47.63181858,2014,Lower Queen Anne
STOLEN PROPERTY,-122.3301289,47.61717257,2014,Belltown
BURGLARY,-122.3067071,47.57742324,2014,North Beacon Hill
CAR PROWL,-122.3369397,47.72994193,2014,Haller Lake
CAR PROWL,-122.3181091,47.60570247,2014,Yesler Terrace
ASSAULT,-122.3310822,47.60241242,2014,Pioneer Square
OTHER PROPERTY,-122.308459,47.59356793,2014,Atlantic
BURGLARY,-122.3022358,47.6010021,2014,Atlantic
CAR PROWL,-122.3488921,47.61916009,2014,South Lake Union
ASSAULT,-122.3194407,47.61351259,2014,Broadway
PROPERTY DAMAGE,-122.2919983,47.69383522,2014,Wedgwood
TRESPASS,0,0,2014,
FORGERY,-122.3382473,47.61024631,2014,Central Business District
PROPERTY DAMAGE,-122.3554875,47.70962169,2014,Broadview
PROPERTY DAMAGE,-122.2866675,47.5720215,2014,Mount Baker
FRAUD,-122.3185701,47.62109246,2014,Broadway
CAR PROWL,-122.3415802,47.6088555,2014,Pike-Market
BIKE THEFT,-122.320763,47.61116787,2014,First Hill
VEHICLE THEFT,-122.303996,47.66180454,2014,University District
BURGLARY,-122.3732263,47.53738004,2014,Roxhill
CAR PROWL,-122.322132,47.61522458,2014,Broadway
PROPERTY DAMAGE,-122.3620056,47.6935203,2014,Greenwood
CAR PROWL,-122.3589143,47.65256107,2014,Fremont
ASSAULT,-122.289922,47.56888116,2014,Mount Baker
ASSAULT,-122.3244959,47.61704694,2014,Broadway
OTHER PROPERTY,-122.2713182,47.53262595,2014,Brighton
ASSAULT,-122.3373204,47.61132124,2014,Central Business District
ROBBERY,-122.3252894,47.61905856,2014,Broadway
WARRANT ARREST,-122.3646567,47.69064793,2014,Greenwood
SHOPLIFTING,-122.3201136,47.61408042,2014,First Hill
BIKE THEFT,-122.3741957,47.56407561,2014,North Delridge
VEHICLE THEFT,-122.3244442,47.61298425,2014,First Hill
OTHER PROPERTY,-122.3105218,47.55846038,2014,Mid-Beacon Hill
ASSAULT,-122.3384307,47.62519009,2014,South Lake Union
TRESPASS,-122.3716279,47.71653898,2014,Broadview
STOLEN PROPERTY,-122.335564,47.72776255,2014,Haller Lake
CAR PROWL,-122.2979214,47.63376746,2014,Montlake
BURGLARY-SECURE PARKING-RES,-122.3861649,47.67091421,2014,Adams
VEHICLE THEFT,-122.3555014,47.71143694,2014,Bitter Lake
OTHER PROPERTY,-122.3342066,47.72776193,2014,Haller Lake
FRAUD,-122.3548662,47.72323213,2014,Bitter Lake
FRAUD,-122.279765,47.65298064,2014,Laurelhurst
CAR PROWL,-122.3341983,47.58504132,2014,Industrial District
STOLEN PROPERTY,-122.3202024,47.68351481,2014,Roosevelt
ASSAULT,-122.3463082,47.61442097,2014,Belltown
ASSAULT,-122.2981747,47.59553494,2014,Atlantic
THREATS,-122.3897878,47.68789609,2014,Loyal Heights
STOLEN PROPERTY,-122.3148955,47.61527744,2014,Broadway
THREATS,-122.3927451,47.52765123,2014,Fauntleroy
THREATS,-122.3506375,47.52008638,2014,Highland Park
VEHICLE THEFT,-122.3459871,47.70052858,2014,Greenwood
PROPERTY DAMAGE,-122.3805486,47.6730943,2014,Adams
BIKE THEFT,-122.3827527,47.50645834,2014,Arbor Heights
OTHER PROPERTY,-122.378153,47.66867106,2014,Adams
CAR PROWL,-122.3245143,47.60170821,2014,Yesler Terrace
CAR PROWL,-122.3485177,47.65820878,2014,Fremont
OTHER PROPERTY,-122.3208079,47.61581931,2014,Broadway
ASSAULT,-122.3207895,47.61465549,2014,Broadway
PROPERTY DAMAGE,-122.2937009,47.72916958,2014,Olympic Hills
DISTURBANCE,-122.329058,47.57980847,2014,Industrial District
BURGLARY,-122.2988137,47.61224773,2014,Mann
INJURY,-122.3209152,47.6225585,2014,Broadway
ASSAULT,-122.3314085,47.60276654,2014,Pioneer Square
THEFT OF SERVICES,-122.3178456,47.70810588,2014,Maple Leaf
BURGLARY,-122.3748967,47.65125644,2014,North Queen Anne
THREATS,-122.3249861,47.61409149,2014,Broadway
FRAUD,-122.2916091,47.60368344,2013,Leschi
STOLEN PROPERTY,0,0,2014,
OTHER PROPERTY,-122.2479694,47.50117911,2012,Rainier View
ASSAULT,-122.269982,47.52473904,2014,Dunlap
OTHER PROPERTY,-122.3262349,47.71997305,2014,Haller Lake
SHOPLIFTING,-122.3208823,47.62049181,2014,Broadway
THREATS,-122.3314721,47.60619596,2014,Central Business District
BURGLARY,-122.2971129,47.72801938,2014,Olympic Hills
THREATS,-122.3867785,47.56110437,2014,Genesee
OTHER PROPERTY,-122.3181689,47.6158384,2014,Broadway
TRESPASS,-122.3208989,47.62153197,2014,Broadway
NARCOTICS,0,0,2014,
ASSAULT,-122.3403672,47.61004628,2014,Pike-Market
CAR PROWL,-122.3125727,47.62687659,2014,Broadway
BURGLARY,-122.4022779,47.65314874,2014,Lawton Park
CAR PROWL,-122.3073132,47.58841708,2014,North Beacon Hill
VEHICLE THEFT,-122.3341798,47.60172096,2014,Pioneer Square
CAR PROWL,-122.3128539,47.60000841,2014,Atlantic
VEHICLE THEFT,-122.3665712,47.67686873,2014,Whittier Heights
SHOPLIFTING,-122.367312,47.52102758,2014,Roxhill
ASSAULT,-122.3181689,47.6158384,2014,Broadway
CAR PROWL,-122.3322242,47.60088043,2014,Pioneer Square
DISTURBANCE,-122.314856,47.58926557,2014,North Beacon Hill
PROSTITUTION,-122.3448961,47.71717447,2014,Haller Lake
CAR PROWL,-122.4014996,47.58313252,2014,Alki
BURGLARY,-122.268582,47.50369289,2014,Rainier View
CAR PROWL,-122.351464,47.62750478,2014,Lower Queen Anne
OTHER PROPERTY,-122.377503,47.64940344,2014,Interbay
ASSAULT,-122.3310822,47.60241242,2014,Pioneer Square
CAR PROWL,-122.3553859,47.62718685,2014,Lower Queen Anne
OTHER PROPERTY,-122.3465148,47.61337293,2014,Belltown
SHOPLIFTING,-122.2680301,47.51985178,2014,Dunlap
VEHICLE THEFT,-122.3275139,47.67836819,2014,Green Lake
STOLEN PROPERTY,-122.3332668,47.58293929,2014,Industrial District
OTHER PROPERTY,-122.3266011,47.62470227,2014,Broadway
DISPUTE,-122.292226,47.72738168,2014,Olympic Hills
ASSAULT,-122.3527744,47.62673967,2014,Lower Queen Anne
BIKE THEFT,-122.3711922,47.53828365,2014,High Point
STOLEN PROPERTY,-122.3673912,47.66865732,2014,West Woodland
WARRANT ARREST,-122.3398154,47.61027559,2014,Pike-Market
STOLEN PROPERTY,-122.2946208,47.63414901,2014,Madison Park
PROPERTY DAMAGE,-122.34493,47.62846294,2014,East Queen Anne
BURGLARY-SECURE PARKING-RES,-122.313088,47.66399626,2014,University District
ASSAULT,-122.3351242,47.58822602,2014,Industrial District
OTHER PROPERTY,-122.342601,47.63632661,2014,Westlake
TRAFFIC,-122.3115335,47.59587264,2014,North Beacon Hill
STOLEN PROPERTY,-122.3698868,47.53189268,2014,Roxhill
VEHICLE THEFT,-122.3251504,47.68117681,2014,Green Lake
PROPERTY DAMAGE,-122.2847251,47.60846952,2014,Madrona
CAR PROWL,-122.3167849,47.60418931,2014,Yesler Terrace
THREATS,-122.3647339,47.66718357,2014,West Woodland
ASSAULT,-122.3178456,47.70810588,2014,Maple Leaf
CAR PROWL,-122.329071,47.66380111,2014,Wallingford
CAR PROWL,-122.3444419,47.60890147,2014,Pike-Market
CAR PROWL,-122.3165502,47.60001103,2014,Atlantic
BURGLARY,-122.3112551,47.60392934,2014,Minor
CAR PROWL,-122.3748569,47.6629319,2014,West Woodland
VEHICLE THEFT,-122.3763225,47.55105176,2014,High Point
OTHER PROPERTY,-122.3449968,47.72503555,2014,Haller Lake
CAR PROWL,-122.3805491,47.67017693,2014,Adams
OTHER PROPERTY,-122.3888607,47.66867356,2014,Adams
ASSAULT,-122.3028639,47.69754906,2014,Wedgwood
ASSAULT,-122.3006222,47.67759073,2014,Ravenna
VEHICLE THEFT,-122.3660413,47.69900491,2014,Greenwood
BURGLARY,-122.3076091,47.60977295,2014,Minor
CAR PROWL,-122.3082868,47.66746888,2014,University District
VEHICLE THEFT,-122.3050128,47.69210855,2014,Wedgwood
CAR PROWL,-122.3171929,47.60001341,2014,Atlantic
ANIMAL COMPLAINT,-122.3246521,47.60460902,2014,Yesler Terrace
PROPERTY DAMAGE,-122.2644939,47.68292676,2014,View Ridge
ASSAULT,-122.3383483,47.60951744,2014,Central Business District
DISTURBANCE,-122.3604648,47.52738604,2014,South Delridge
OTHER PROPERTY,-122.3355036,47.56127374,2014,Industrial District
PROPERTY DAMAGE,-122.3355453,47.71655268,2014,Haller Lake
PROPERTY DAMAGE,-122.3026942,47.61354827,2014,Minor
VEHICLE THEFT,-122.3238681,47.68318702,2014,Green Lake
STOLEN PROPERTY,-122.316845,47.61468385,2014,Broadway
CAR PROWL,-122.3259723,47.58720058,2014,Industrial District
PROPERTY DAMAGE,-122.2782576,47.63561763,2014,Madison Park
ASSAULT,-122.3767002,47.69278769,2014,Crown Hill
PROPERTY DAMAGE,-122.3688355,47.68874881,2014,Whittier Heights
INJURY,-122.3012906,47.63952715,2014,Montlake
VEHICLE THEFT,-122.3375827,47.72685451,2014,Haller Lake
VEHICLE THEFT,-122.3769065,47.650341,2014,Interbay
CAR PROWL,-122.3432623,47.61145276,2014,Pike-Market
CAR PROWL,-122.287771,47.595732,2014,Leschi
CAR PROWL,-122.321315,47.62597679,2014,Broadway
VEHICLE THEFT,-122.3536235,47.67317162,2014,Phinney Ridge
VEHICLE THEFT,-122.3246152,47.7086028,2014,Pinehurst
OTHER PROPERTY,0,0,2014,
OTHER PROPERTY,-122.3454439,47.61508874,2014,Belltown
PROPERTY DAMAGE,-122.3907805,47.56753127,2014,Genesee
BURGLARY,-122.3206032,47.71039668,2014,Pinehurst
THEFT OF SERVICES,-122.3323883,47.60384051,2014,Central Business District
CAR PROWL,0,0,2014,
OTHER PROPERTY,-122.3375827,47.72685451,2014,Haller Lake
THREATS,-122.3194561,47.61466515,2014,Broadway
CAR PROWL,-122.3065829,47.67853342,2014,Ravenna
FRAUD,-122.3960657,47.63283686,2014,Briarcliff
OTHER PROPERTY,-122.2922808,47.72920111,2014,Olympic Hills
OTHER PROPERTY,-122.2907388,47.63587505,2014,Madison Park
ASSAULT,-122.3152507,47.66401157,2014,University District
CAR PROWL,-122.3449968,47.72503555,2014,Haller Lake
VEHICLE THEFT,-122.3566514,47.69151442,2014,Greenwood
CAR PROWL,-122.351477,47.61513576,2014,Belltown
CAR PROWL,-122.3430523,47.61073448,2014,Pike-Market
CAR PROWL,-122.3541008,47.62457442,2014,Lower Queen Anne
OTHER PROPERTY,-122.3194885,47.70493136,2014,Maple Leaf
ANIMAL COMPLAINT,-122.3604648,47.52738604,2014,South Delridge
DISTURBANCE,-122.3174511,47.66219941,2014,University District
STOLEN PROPERTY,-122.3361655,47.6160533,2014,Belltown
OTHER PROPERTY,-122.316119,47.5560097,2014,Mid-Beacon Hill
DISTURBANCE,-122.3246152,47.7086028,2014,Pinehurst
PROPERTY DAMAGE,-122.3429223,47.63871368,2014,East Queen Anne
OTHER PROPERTY,-122.3467084,47.63434575,2014,East Queen Anne
FRAUD,0,0,2014,
CAR PROWL,-122.3069844,47.70347533,2014,Victory Heights
WARRANT ARREST,-122.3428796,47.60981273,2014,Pike-Market
CAR PROWL,-122.345047,47.7295848,2014,Bitter Lake
CAR PROWL,-122.2952188,47.71648101,2014,Cedar Park
VEHICLE THEFT,-122.3255895,47.62701013,2014,Broadway
BURGLARY,-122.4046738,47.64772142,2014,Briarcliff
VEHICLE THEFT,-122.3950763,47.66864556,2014,Adams
PROPERTY DAMAGE,-122.3523379,47.64732719,2014,North Queen Anne
CAR PROWL,-122.2663262,47.53071687,2014,Dunlap
PROPERTY DAMAGE,-122.2933575,47.59329684,2014,Leschi
OTHER PROPERTY,-122.3161256,47.60620026,2014,Minor
FRAUD,-122.3733939,47.70834954,2014,North Beach/Blue Ridge
ASSAULT,-122.3383483,47.60951744,2014,Central Business District
VEHICLE THEFT,-122.3165249,47.66220624,2014,University District
PROPERTY DAMAGE,-122.2991587,47.57967225,2014,North Beacon Hill
PROPERTY DAMAGE,-122.3283588,47.61369803,2014,Broadway
FRAUD,0,0,2014,
ROBBERY,-122.3246712,47.62313955,2014,Broadway
STOLEN PROPERTY,-122.301478,47.60800455,2014,Mann
BURGLARY,-122.2903506,47.67850755,2014,Bryant
OTHER PROPERTY,-122.2782347,47.56095256,2014,Columbia City
FRAUD,0,0,2014,
PROSTITUTION,0,0,2014,
BURGLARY,-122.3778384,47.69468604,2014,North Beach/Blue Ridge
OTHER PROPERTY,-122.3311241,47.60171757,2014,Pioneer Square
OTHER PROPERTY,-122.3632965,47.5674428,2014,North Delridge
CAR PROWL,-122.2960773,47.6292452,2014,Madison Park
PROPERTY DAMAGE,-122.4008979,47.65496124,2014,Lawton Park
PROPERTY DAMAGE,-122.2908653,47.72435413,2014,Cedar Park
PROPERTY DAMAGE,-122.336786,47.58822874,2014,Industrial District
WARRANT ARREST,-122.3383483,47.60951744,2014,Central Business District
CAR PROWL,-122.3311482,47.60583828,2014,Central Business District
BURGLARY-SECURE PARKING-RES,-122.269982,47.52473905,2014,Dunlap
NARCOTICS,-122.3415426,47.61278241,2014,Belltown
BIKE THEFT,-122.3303091,47.59959501,2014,Pioneer Square
PROPERTY DAMAGE,-122.293642,47.72198669,2014,Cedar Park
OTHER PROPERTY,-122.3026198,47.59248111,2013,Atlantic
NARCOTICS,-122.2701547,47.53644387,2014,Brighton
CAR PROWL,-122.2908707,47.58436982,2014,Mount Baker
WARRANT ARREST,-122.3209265,47.62312634,2014,Broadway
CAR PROWL,-122.3438937,47.60857083,2014,Pike-Market
VEHICLE THEFT,-122.3618552,47.67015117,2014,West Woodland
ASSAULT,-122.3762388,47.5583551,2014,North Delridge
PROPERTY DAMAGE,-122.3819898,47.5701841,2014,North Admiral
CAR PROWL,-122.3114835,47.61095763,2014,Minor
CAR PROWL,-122.3365847,47.61395514,2014,Belltown
TRESPASS,-122.3263178,47.60352444,2014,Yesler Terrace
CAR PROWL,0,0,2014,
FRAUD,0,0,2014,
SHOPLIFTING,-122.2680301,47.51985178,2014,Dunlap
ASSAULT,-122.3846198,47.57071276,2014,North Admiral
FRAUD,-122.3250699,47.59541565,2014,Industrial District
BURGLARY,-122.3065829,47.67853342,2014,Ravenna
CAR PROWL,-122.3363445,47.64862037,2014,Wallingford
WARRANT ARREST,-122.2990972,47.72020569,2014,Olympic Hills
STOLEN PROPERTY,-122.3526532,47.69511466,2014,Greenwood
SHOPLIFTING,-122.3142619,47.66218831,2014,University District
CAR PROWL,-122.3272451,47.62511903,2014,Broadway
CAR PROWL,-122.3840817,47.66590653,2014,Adams
THREATS,-122.296849,47.62303049,2014,Mann
CAR PROWL,-122.3213518,47.611906,2014,First Hill
DISTURBANCE,-122.345027,47.72776862,2014,Bitter Lake
DISTURBANCE,-122.2860443,47.56347218,2014,Columbia City
CAR PROWL,-122.3081258,47.616434,2014,Stevens
DISTURBANCE,-122.2708344,47.53935539,2014,Brighton
FRAUD,-122.3257292,47.60662564,2014,First Hill
CAR PROWL,-122.3364366,47.60658565,2014,Central Business District
CAR PROWL,-122.3498317,47.61768036,2014,Belltown
OTHER PROPERTY,-122.3594355,47.70147987,2014,Greenwood
SHOPLIFTING,-122.3134365,47.59665466,2014,International District
ROBBERY,-122.2991587,47.57967225,2014,North Beacon Hill
FRAUD,-122.3698118,47.53827765,2014,High Point
CAR PROWL,-122.3207656,47.6129611,2014,First Hill
ASSAULT,-122.2946969,47.72018507,2014,Cedar Park
CAR PROWL,-122.361805,47.53369478,2014,South Delridge
VEHICLE THEFT,-122.306387,47.64100517,2014,Montlake
BURGLARY,-122.3152286,47.66568133,2014,University District
FRAUD,-122.3077735,47.68214957,2014,Ravenna
MAIL THEFT,-122.3942982,47.54139335,2014,Gatewood
FRAUD,-122.2945981,47.72380169,2013,Olympic Hills
SHOPLIFTING,-122.3139102,47.61995898,2014,Broadway
FRAUD,-122.3793284,47.5279872,2014,Fauntleroy
OTHER PROPERTY,-122.3492693,47.52191085,2014,Highland Park
FRAUD,-122.2752796,47.68520076,2013,View Ridge
ROBBERY,-122.3259781,47.5798078,2014,Industrial District
FRAUD,-122.3553489,47.69512229,2014,Greenwood
FRAUD,-122.3626,47.52010993,2014,South Delridge
OTHER PROPERTY,-122.3604727,47.67866906,2014,Phinney Ridge
PROPERTY DAMAGE,-122.3188488,47.61217992,2014,First Hill
WEAPON,-122.3754867,47.64215109,2014,North Queen Anne
PROPERTY DAMAGE,-122.2885662,47.72110496,2014,Cedar Park
VEHICLE THEFT,-122.3738776,47.63768018,2014,West Queen Anne
CAR PROWL,-122.3259634,47.68050646,2014,Green Lake
PROPERTY DAMAGE,-122.3578923,47.63181398,2014,Lower Queen Anne
VEHICLE THEFT,-122.2937511,47.53891249,2014,South Beacon Hill
OTHER PROPERTY,-122.2663262,47.53071687,2014,Dunlap
THREATS,-122.3278538,47.61903868,2014,Broadway
VEHICLE THEFT,-122.3343116,47.60846026,2014,Central Business District
PROPERTY DAMAGE,-122.3408946,47.61239733,2014,Belltown
DISTURBANCE,-122.2699807,47.53545842,2014,Brighton
FRAUD,-122.358459,47.67511495,2014,Phinney Ridge
BURGLARY,-122.2651171,47.51791698,2014,Rainier Beach
DISTURBANCE,-122.3428217,47.6100189,2014,Pike-Market
OTHER PROPERTY,-122.3141936,47.60309549,2014,Minor
THREATS,-122.3847426,47.66981864,2014,Adams
DISTURBANCE,-122.3310822,47.60241242,2014,Pioneer Square
OTHER PROPERTY,-122.3278538,47.61903867,2014,Broadway
VEHICLE THEFT,-122.3131891,47.64028737,2014,Montlake
OTHER PROPERTY,-122.3665125,47.53188282,2014,Roxhill
VEHICLE THEFT,-122.2951809,47.57925015,2014,Mount Baker
ASSAULT,-122.276548,47.54667844,2014,Columbia City
FRAUD,-122.3405195,47.63727213,2014,Westlake
CAR PROWL,-122.3330981,47.60965504,2014,Central Business District
VEHICLE THEFT,-122.3750059,47.63965805,2014,West Queen Anne
STOLEN PROPERTY,-122.3139102,47.61995898,2014,Broadway
CAR PROWL,-122.3242247,47.6116929,2014,First Hill
ASSAULT,-122.3138478,47.67870649,2014,Roosevelt
FRAUD,-122.3614955,47.6556254,2014,Fremont
CAR PROWL,-122.3432259,47.6949023,2014,North College Park
OTHER PROPERTY,-122.3209382,47.57422938,2014,Industrial District
PROPERTY DAMAGE,-122.29088,47.59575254,2014,Leschi
ASSAULT,-122.3364861,47.61167143,2014,Central Business District
VEHICLE THEFT,-122.2705591,47.51685392,2014,Rainier Beach
THEFT OF SERVICES,-122.3445126,47.68875092,2014,Greenwood
VEHICLE THEFT,-122.2737411,47.54381502,2014,Brighton
NARCOTICS,-122.3172261,47.59918764,2014,International District
ASSAULT,-122.3006219,47.66852299,2014,Ravenna
PROPERTY DAMAGE,-122.3148692,47.61362457,2014,Broadway
FRAUD,-122.3410815,47.6202993,2013,South Lake Union
PROPERTY DAMAGE,-122.253513,47.51232385,2014,Rainier Beach
CAR PROWL,-122.2943965,47.57343082,2014,Columbia City
WARRANT ARREST,-122.3380477,47.61170568,2014,Central Business District
VEHICLE THEFT,-122.317865,47.70938791,2014,Pinehurst
CAR PROWL,-122.3207612,47.61211136,2014,First Hill
DISTURBANCE,-122.3487705,47.72321959,2014,Bitter Lake
DISTURBANCE,-122.3711179,47.64430601,2014,North Queen Anne
FRAUD,-122.3609694,47.6365624,2014,West Queen Anne
CAR PROWL,-122.2890056,47.54610004,2014,Mid-Beacon Hill
CAR PROWL,-122.2978778,47.56399646,2014,Columbia City
OTHER PROPERTY,-122.3049896,47.61147434,2014,Minor
VEHICLE THEFT,-122.3448961,47.71717447,2014,Haller Lake
PROPERTY DAMAGE,-122.2644964,47.52240866,2014,Dunlap
ASSAULT,-122.3187939,47.6140898,2014,Broadway
TRESPASS,-122.3460832,47.61370749,2014,Belltown
OTHER PROPERTY,-122.372467,47.67381434,2014,West Woodland
FRAUD,-122.3609593,47.54121915,2014,High Point
VEHICLE THEFT,-122.304233,47.58591481,2014,North Beacon Hill
DISTURBANCE,0,0,2014,
VEHICLE THEFT,-122.2806,47.72499918,2014,Cedar Park
CAR PROWL,-122.3096609,47.66564433,2014,University District
PROPERTY DAMAGE,-122.2888877,47.54977227,2014,Mid-Beacon Hill
FRAUD,-122.364517,47.52595151,2014,South Delridge
FRAUD,-122.3510087,47.61486107,2014,Belltown
SHOPLIFTING,-122.3209152,47.6225585,2014,Broadway
CAR PROWL,-122.2849912,47.60231258,2014,Leschi
OTHER PROPERTY,-122.3917047,47.64402618,2014,Southeast Magnolia
ROBBERY,-122.3366873,47.61021277,2014,Central Business District
CAR PROWL,-122.3484473,47.61187907,2014,Belltown
THEFT OF SERVICES,-122.3645424,47.52193839,2014,Roxhill
FRAUD,-122.2984111,47.66332336,2014,Ravenna
ASSAULT,-122.3674732,47.53322787,2014,Roxhill
OTHER PROPERTY,-122.331429,47.61794165,2014,Belltown
CAR PROWL,-122.3295858,47.68264046,2014,Green Lake
CAR PROWL,-122.3285684,47.60889024,2014,First Hill
BURGLARY,-122.2589181,47.52001979,2014,Rainier Beach
PROPERTY DAMAGE,-122.3259884,47.60003149,2014,International District
STOLEN PROPERTY,-122.3268303,47.61352218,2014,First Hill
ASSAULT,-122.3381467,47.61097516,2014,Central Business District
OTHER PROPERTY,-122.386162,47.67528775,2014,Adams
CAR PROWL,-122.4099865,47.65409184,2014,Lawton Park
VEHICLE THEFT,-122.3285137,47.70227194,2014,Maple Leaf
WARRANT ARREST,-122.3563912,47.53277595,2014,South Delridge
BURGLARY,-122.367821,47.63041667,2014,West Queen Anne
CAR PROWL,-122.3194349,47.61293736,2014,First Hill
VEHICLE THEFT,-122.3467502,47.52738494,2013,Highland Park
STOLEN PROPERTY,-122.396882,47.68991608,2014,Sunset Hill
MAIL THEFT,-122.2863506,47.54428691,2013,Mid-Beacon Hill
FRAUD,-122.3246152,47.7086028,2014,Pinehurst
BURGLARY,-122.3182246,47.6193431,2014,Broadway
VEHICLE THEFT,-122.3241719,47.5312448,2014,South Park
PROPERTY DAMAGE,-122.3259809,47.54383412,2014,Georgetown
CAR PROWL,-122.3875459,47.68040997,2014,Loyal Heights
DISTURBANCE,-122.3327776,47.60762289,2014,Central Business District
FRAUD,-122.3937009,47.58617776,2013,North Admiral
TRESPASS,-122.3449895,47.61100442,2014,Pike-Market
CAR PROWL,-122.3246152,47.7086028,2014,Pinehurst
OTHER PROPERTY,-122.3359286,47.61190424,2014,Central Business District
BURGLARY,-122.2760139,47.53706137,2014,Brighton
BURGLARY,-122.3915716,47.52581576,2013,Fauntleroy
FRAUD,-122.3847441,47.66906627,2013,Adams
THREATS,-122.3763418,47.64946357,2014,North Queen Anne
VEHICLE THEFT,-122.3181058,47.71854354,2014,Pinehurst
SHOPLIFTING,-122.3553302,47.69331765,2014,Greenwood
WARRANT ARREST,-122.3312162,47.60087709,2014,Pioneer Square
BIKE THEFT,-122.3342849,47.60255314,2013,Pioneer Square
FRAUD,-122.3803247,47.57217706,2013,North Admiral
DISTURBANCE,-122.3302674,47.60171492,2014,Pioneer Square
CAR PROWL,-122.3366421,47.6034543,2013,Central Business District
CAR PROWL,-122.2732331,47.56342287,2013,Seward Park
STOLEN PROPERTY,-122.3207431,47.60389602,2013,Yesler Terrace
VEHICLE THEFT,-122.2900919,47.5674293,2013,Columbia City
OTHER PROPERTY,-122.388862,47.67383372,2013,Adams
DISTURBANCE,-122.3479331,47.72503884,2013,Bitter Lake
VEHICLE THEFT,-122.2696514,47.50198862,2013,Rainier View
PROPERTY DAMAGE,-122.2666726,47.53277083,2013,Seward Park
TRESPASS,-122.3208823,47.62049181,2013,Broadway
STOLEN PROPERTY,-122.3350861,47.61600094,2013,Belltown
ASSAULT,-122.338636,47.65624493,2013,Wallingford
TRESPASS,-122.3207714,47.61351951,2013,First Hill
BURGLARY,-122.2870627,47.53161968,2013,South Beacon Hill
CAR PROWL,-122.3594707,47.7078297,2013,Broadview
DISTURBANCE,-122.2880371,47.53374028,2013,South Beacon Hill
ASSAULT,-122.3253089,47.62256185,2013,Broadway
FRAUD,-122.293642,47.72198669,2013,Cedar Park
FRAUD,-122.2846082,47.61631258,2013,Madrona
SHOPLIFTING,-122.3469186,47.62455977,2013,Lower Queen Anne
CAR PROWL,-122.3134017,47.58199847,2013,North Beacon Hill
DISTURBANCE,-122.3808915,47.66796373,2013,Adams
OTHER PROPERTY,-122.3105447,47.58921093,2013,North Beacon Hill
OTHER PROPERTY,-122.3379016,47.68628026,2013,Green Lake
OTHER PROPERTY,-122.3178194,47.70628542,2013,Maple Leaf
BURGLARY-SECURE PARKING-RES,-122.3548662,47.72323213,2013,Bitter Lake
CAR PROWL,-122.3167814,47.60620199,2013,Minor
OTHER PROPERTY,-122.3910852,47.5133954,2013,Fauntleroy
